text,summary
"Decorridos três dias de provas no Mundial de Kazan, na Rússia, a principal potência mundial da natação é também a maior decepção.  Os Estados Unidos têm tido um desempenho catastrófico na competição, sobretudo no naipe masculino. Após as finais desta terça (4), os homens haviam conquistado apenas uma das quatro medalhas do país, com um bronze de Matt Grevers nos 100 m costas.  Nem mesmo esse pódio pôde ser comemorado. Grevers, que é atual campeão olímpico da prova, ficou meio segundo longe de seu melhor tempo.  ""Perder no final foi realmente decepcionante"", disse ele, que liderou a prova até perder posições para o australiano Mitch Larkin (ouro) e o francês Camille Lacourt (prata).  A frustração não parou com Grevers. Ryan Lochte, detentor de 11 medalhas olímpicas, acabou fora do pódio na final dos 200 m livre, para a qual se classificara com a melhor marca. Ele também fora campeão mundial da distância em 2011.  O início do baque começou no domingo (2), quando o revezamento 4 x 100 m livre nem sequer passou da eliminatória.  ""Sabemos que não é a competição mais incrível que a equipe americana já teve. Mas o que conta é o que nós vamos fazer no próximo verão, nos Jogos do Rio. Isso é um ensaio"", afirmou Tyler Clary, ouro nos 200 m costas em Londres-2012 e que nesta terça parou na semifinal dos 200 borboleta.  A natação americana tem 520 pódios olímpicos e é quem mais triunfou em Mundiais. Em Kazan, apenas as mulheres têm salvado a honra: elas levaram três das quatro medalhas do país.  Nesta terça, Katie Ledecky foi ouro nos 1.500 m com novo recorde mundial, mas os EUA eram apenas os quarto colocados no quadro de medalhas.","Potência da natação, EUA têm desempenho catastrófico em Kazan"
"O Goldman Sachs divulgou nesta terça-feira (19) que o lucro de segundo trimestre subiu 78%, superando expectativas do mercado e apoiado em fortes receitas com negociação de bônus e dívida.  A receita com negócios em renda fixa, commodities e moedas subiu 20%, para US$ 1,93 bilhão no segundo trimestre, enquanto a receita total com corretagem avançou 2%, a US$ 3,68 bilhões.  Enquanto isso, as despesas operacionais totais do Goldman Sachs caíram 25,5%, para US$ 5,47 bilhões. O banco, como outros rivais em Wall Street, tem tentado reduzir despesas uma vez que preocupações com o crescimento da China e outros mercados importantes têm desencorajado negócios.  ""Apesar da incerteza criada pelo Brexit, alcançamos sólidos resultados"", disse o presidente-executivo do Goldman Sachs, Lloyd Blankfein, em comunicado, referindo-se à decisão britânica de deixar a União Europeia (UE).  O lucro líquido aplicável aos detentores de ações ordinárias subiu para US$ 1,63 bilhão, ou US$ 3,72 por ação, ante US$ 916 milhões, ou US$ 1,98 por papel um ano antes, quando o banco teve de fazer provisão de US$ 1,45 bilhão relacionada a acordos legais e com autoridades.  Analistas, em média, esperavam lucro equivalente a US$ 3 por ação no segundo trimestre, segundo a Thomson Reuters I/B/E/S.",Lucro do Goldman Sachs dispara no segundo trimestre com receita forte
"Comer dez porções por dia de frutas, legumes e verduras pode nos fazer viver mais, revela uma nova pesquisa. Segundo os cientistas da Universidade Imperial College London, no Reino Unido, o consumo diário desses alimentos evitaria até 7,8 milhões de mortes prematuras.  Eles também identificaram frutas, legumes e verduras específicos que reduzem o risco de câncer e doenças cardíacas. O levantamento mostrou que até pequenas quantidades já garantem benefício para a saúde, mas quanto mais, melhor.  Uma porção equivale a 80 gramas de frutas, legumes ou verduras –uma banana pequena, uma pera ou três colheres de chá de espinafre ou ervilhas. As conclusões foram obtidas a partir de dados de 95 estudos diferentes, que analisaram os hábitos alimentares de 2 milhões de pessoas no Reino Unido.  A pesquisa mostrou, por exemplo, que a incidência de câncer é menor em quem come verduras verdes (espinafre); amarelas (pimentões) e crucíferas (couve-flor e repolho). Já quem se alimenta de maçãs, peras, frutas cítricas, saladas, folhas verdes (rúcula) ou verduras crucíferas tem menor chance de desenvolver doenças cardíacas ou derrames.  Os resultados, publicados na revista científica ""Journal of Epidemiology"" , também apontaram os riscos de uma morte antecipada. Na comparação com um dieta sem frutas, verduras e legumes, o estudo mostrou que:    No entanto, os pesquisadores ressalvam não saber se comer ainda mais porções de frutas, verduras e legumes pode trazer mais benefícios para a saúde já que não há dados suficientes para analisar essa hipótese. Um dos cientistas envolvidos no estudo, Dagfinn Aune, destacou as vantagens da ingestão diária desses alimentos.  ""Frutas, verduras e legumes reduzem os níveis de colesterol e pressão arterial, além de incrementar a saúde dos nossos vasos sanguíneos e do nosso sistema imunológico"". ""Talvez isso seja devido à complexa rede de nutrientes que esses alimentos têm"". ""Por exemplo, eles contêm muitos antioxidantes, que podem reduzir o dano ao DNA e levar à redução do risco de câncer"".  No entanto, muitas pessoas não comem nem cinco porções de frutas, verduras e legumes (400 gramas), quantidade recomendada pela OMS (Organização Mundial da Saúde). No Brasil, segundo o IBGE (Instituto Brasileiro de Geografia e Estatística), nove em cada dez brasileiros consomem menos do que o indicado.  Aune diz que as descobertas não mudam a recomendação dos especialistas. ""Nossas descobertas mostram claramente que devemos comer cinco porções de frutas, verduras e legumes por dia. Na verdade, há inclusive mais benefícios se você consumir mais do que isso"".  Alison Tedstone, nutricionista-chefe da Public Health England, departamento de saúde do Reino Unido, afirmou que ""a meta de consumo de cinco porções por dia é a fundação para uma dieta balanceada e saudável e uma maneira realizável para ajudar a prevenir um número de doenças"".  ""Enquanto consumir mais de cinco porções de frutas, legumes e verduras por dia é desejável...aumentar a pressão para ingerir mais desses alimentos cria uma expectativa irrealista"".  Nem todos os 95 estudos que serviram de base para o levantamento foram analisados de modo a serem verificados outros aspectos do cotidiano dos participantes, como os níveis de atividade física, que pode ter um papel no prolongamento da vida. No entanto, Aune diz que as conclusões são ""muito robustas"".","Dez porções diárias de frutas, verduras e legumes ajudam a viver mais"
"O senador Aécio Neves (PSDB-MG) perdeu a ação judicial que move desde 2013 contra os maiores sites de busca da internet, Google, Bing e Yahoo. Seus advogados vão recorrer da decisão.  No processo, o tucano pediu que a Justiça restringisse as buscas na internet, impedindo essas empresas de relacionar seu nome a termos que levassem os usuários a notícias desfavoráveis a Aécio, associando-o a ""desvio"" de recursos públicos em seu governo em Minas Gerais.  O processo é parte de uma ofensiva de Aécio na Justiça para identificar e neutralizar detratores na internet, iniciada às vésperas da última campanha presidencial, quando ele foi o candidato do PSDB.  Em sua decisão, o juiz Rodrigo Garcia Martinez, do Tribunal de Justiça de São Paulo, comparou os sites de busca a ""bibliotecários virtuais"".  ""Se numa biblioteca pedimos um livro, eles o localizam e o trazem. Se o conteúdo é apto a cometer ilícito, o autor é quem deve responder, não a biblioteca ou o bibliotecário, sob pena de realizarmos práticas fascistas, comunistas ou nazistas"", escreveu.  Os alvos de Aécio na ação eram notícias que o acusavam de ser réu num processo por ""desvio de R$ 4,3 bilhões na Saúde"", quando governador de Minas Gerais (2003-2010). Seus advogados alegam que essas notícias foram produzidas para induzir o leitor a acreditar que o senador era alvo de investigação por ter se apropriado de recursos.  Havia, de fato, uma ação proposta pelo Ministério Público de Minas, mas ela questionava a contabilização de verbas aplicada em saneamento como dinheiro investido em saúde. A Justiça de Minas extinguiu o processo.  Na sentença, o juiz reconheceu as notícias como ""falsas"", mas ponderou que ""inibir o acesso às informações por meio de filtros na ferramenta de busca representa retrocesso à livre manifestação"".  Para o juiz Martinez, ""por mais odiosa que seja a prática de ridicularizar a imagem de um político que representa ideais de uma grande parcela da população"", não é justo acionar os sites de busca em vez dos autores das notícias.  Procurada, a assessoria do tucano informou que ele vai recorrer contra a decisão. Para os advogados de Aécio, as notícias foram espalhadas por uma ""quadrilha virtual"", ""abastecida com recursos públicos""com o intuito de denegrir adversários do governo.  Os advogados ressaltam ainda que Aécio ""não pediu a exclusão dos conteúdos da internet"", mas a remoção dos links que direcionavam usuários a eles nos sites de busca.  ACORDO  Os advogados de Aécio tentaram um acordo com os portais, mas não tiveram sucesso, como o juiz registrou em sua sentença. No entanto, uma pesquisa no Google com os termos que incomodavam Aécio produz resultados diferentes hoje, levando até a notícias favoráveis ao senador.  Procurado pela Folha, o Google disse que não houve acordo ou qualquer mudança nos critérios de suas buscas.  ""As buscas são produzidas automaticamente, baseadas em fatores como a popularidade dos termos. Periodicamente fazemos atualizações, e os termos que aparecem no preenchimento automático podem mudar ao longo do tempo"", afirmou a empresa.",Aécio perde ação contra sites de buscas
"A rodovia Castello Branco foi totalmente liberada, no sentido interior paulista, após um caminhão que transportava produto químico pegar fogo por volta das 3h50 desta quarta-feira (18).  De acordo com a CCR Via Oeste, que administra a rodovia, a última faixa foi liberada por volta das 7h20. As outras duas faixas da via haviam sido liberadas por volta das 6h50.  Às 8h40, a concessionária registrava lentidão em dois pontos da pista expressa: do km 14 ao km 15, no acesso à pista marginal, e do km 19 ao km 27, altura onde aconteceu o acidente. Na via marginal, os motoristas encontram morosidade de 9 km, que se estende do km 15 ao km 24. Em direção à capital paulista, o motorista não encontra retenção.  O caminhão foi deslocado para o acostamento, onde equipes da concessionária terminam a limpeza. Por isso, o acostamento continua interditado.  O acidente aconteceu por volta das 3h50 e interditou as três faixas da Castello Branco em direção ao interior paulista. Segundo a concessionária que administra a via, o motorista percebeu o incêndio no veículo, estacionou no acostamento e chamou socorro.  O motorista, segundo a CCR Via Oeste, transportava herbicida, produto altamente tóxico. Pelo menos cinco carros do Corpo de Bombeiros foram até local para controlar o incêndio. As chamas só foram controladas após uma hora, por volta da 4h40.  O incêndio ocorreu na altura do km 27, em Barueri, na Grande São Paulo. Durante a interdição, a concessionária fez um desvio na altura do km 26 por dentro da cidade de Barueri.  A Cetesb (Companhia Ambiental do Estado São Paulo) chegou ao local por volta das 7h50 para ajudar nos trabalhos. O motorista não ficou ferido no incêndio.  A Cetesb afirmou que o produto químico Ametrina é um herbicida utilizado na lavoura de cana-de-açúcar. Se inalado é altamente tóxico e pode causar irritação em contato com a pele e olhos.",Castello Branco é liberada mais de 3 horas após incêndio em caminhão
"SÃO PAULO - Há uma assimetria fundamental nas relações de trabalho. Para um sujeito se arranjar, basta que ele consiga um emprego. Em condições normais, isso já lhe assegura o salário no fim do mês. Mas, para que a empresa em que ele atua e o país prosperem, é necessário que o profissional execute o seu trabalho, isto é, que acrescente valor.  Faço essas reflexões a propósito da disputa judicial que a Prefeitura de São Paulo trava para eliminar as regulações que exigem a presença do cobrador nos ônibus. É difícil até imaginar função menos produtiva do que essa. Num cenário em que mais de 90% das tarifas são pagas através do Bilhete Único, que dispensa qualquer intervenção humana, o cobrador não tem quase nada para fazer.  Não foi por culpa dos cobradores que sua função tornou-se pouco produtiva. Se há um responsável por isso, foram os avanços tecnológicos. O fato, porém, é que manter esses profissionais ficou irracional. Pelas planilhas das viações, os gastos com cobradores representam R$ 0,60 da tarifa de R$ 3,50, totalizando R$ 1,2 bilhão por ano, o que representa 17% do custo de um sistema fortemente subsidiado pelos cofres municipais. Mesmo que haja algum exagero nessa conta, é muito para auxiliar alguns poucos passageiros que acabariam se virando de qualquer forma.  A insistência com que brasileiros mantemos por força de leis e decretos profissões que perderam a razão de ser me lembra uma passagem de Frédéric Bastiat (1801-50) que já citei aqui. Em ""Sofismas Econômicos"", ele imagina uma petição ao rei para que os súditos sejam proibidos de usar a mão direita. A razão do pedido é explicada na forma de silogismo: quanto mais uma pessoa trabalha, mais rica ela fica; quanto mais dificuldades precisa superar, mais trabalha; logo, quanto mais dificuldades uma pessoa tem de superar, mais rica ela se torna. De algum modo, ao resistir à tecnologia, estamos, como sociedade, abraçando essa lógica.",Cobrança indevida
"Neste exato momento, a população brasileira vê, atônita, a preparação de um golpe de estado tosco, primário e farsesco. Alguém poderia contar a história da seguinte forma: em uma república da América Latina, o vice-presidente, uma figura acostumada às sombras dos bastidores, conspira abertamente para tomar o cargo da presidente a fim de montar um novo governo com próceres da oposição que há mais de uma década não conseguem ganhar uma eleição. Como tais luminares oposicionistas da administração pública se veem como dotados de um direito divino e eterno de governar as terras da nossa república, para eles, ""ganhar eleições"" é um expediente desnecessário e supérfluo.  O vice tem como seu maior aliado o presidente da Câmara: um chantagista barato acostumado, quando pego em suas mentiras e casos de corrupção, a contar histórias grotescas de fortunas feitas com vendas de carne para a África e contas na Suíça com dinheiro depositado sem que se saiba a origem. Ele comanda uma Câmara que funciona como sala de reunião de oligarcas eleitos em eleições eivadas de dinheiro de grandes empresas e tem ainda o beneplácito de setores importantes da imprensa que costumam contar a história do comunismo a espreita e do bolivarianismo rompante para distrair parte da população e alimentá-la com uma cota semanal de paranoia. O nome de sua empresa diz tudo a respeito do personagem: ""Jesus.com"".  O golpe ganha um ritmo irreversível enquanto a presidenta afunda em suas manobras palacianas estéreis e nos incontáveis casos de corrupção de seu governo. Ela havia dado os anéis para conservar os dedos; depois deu os dedos para guardar os braços. Mais a frente, lá foram os braços para preservar o corpo, o corpo para guardar a alma e, por fim, descobriu-se que não havia mais alma alguma. Reduzida à condição de um holograma de si mesma e incapaz de mobilizar o povo que um dia acreditou em suas promessas, sua queda era, na verdade, uma segunda queda. Ela já tinha sido objeto de um golpe que tomou seu governo e a reduziu à peça decorativa. Agora, nem a decoração restou.  Bem, este romance histórico ruim e eternamente repetido parece ser a história do fim da Nova República brasileira. Que ela termine com um golpe de estado primário, fruto de um pedido de impeachment feito em cima da denúncia de ""manobras fiscais"" em um país no qual o orçamento é uma ficção assumida por todos, isto diz muito a respeito do que a Nova República realmente foi. Incapaz de criar uma democracia real por meio do aprofundamento da participação popular nos processos decisórios do Estado e equilibrando-se na gestão do atraso e do fisiologismo, ela acabou por ser engolida por aquilo que tentou gerir. Para justificar o impeachment, alguns são mais honestos e afirmam que um governo inepto deveria ser afastado. É verdade, só me pergunto por que então conservar Alckmin, Richa, Pezão e cia.  O fato é que, no lugar da Nova República, o Brasil depois do golpe assumirá, de vez, sua feição de Estado Oligárquico de Direito. Um estado governado por uma oligarquia que, como na República velha, transformou as eleições em uma pantomima vazia. Uma oligarquia que já mostrou seu projeto: uma política de austeridade que não temerá privatizar escolas (como já está sendo feita em Goiás), retirar o caráter público dos serviços de saúde, destruir o que resta dos direitos trabalhistas por meio da ampliação da terceirização e organizar a economia segundo os interesses não mais da elite cafeeira, mas da elite financeira.  Mas como a população brasileira descobriu o caminho das ruas (haja vista as ocupações dos estudantes paulistas), engana-se aqueles que acreditam poder impor ao país os princípios de uma ""unidade de pacificação"". Contem com um aumento exponencial das revoltas contra as políticas de um governo que será, para boa parte da população, ilegítimo e ilegal. Mas como já estamos dotados de leis antiterroristas e novas peças de aparato repressivo, preparem-se para um Estado policial, feito em cima de leis aprovadas, vejam só vocês, por um ""governo de esquerda"". Faz parte do comportamento oligarca este recurso constante à violência policial e ao arbítrio para impor sua vontade. Ele será a tônica na era que parece se iniciar agora. Contra ela, podemos nos preparar para a guerra ou agir de forma a parar de vez com este romance ruim.",O Estado Oligárquico de Direito
"Com 18 anos completos em dezembro, pouco mais de 1,50m de altura e porte delicado de filha de família de comercial de margarina, Daniele Regina jura que é segurança. Mas hoje não faz expediente: está no Centro Cultural da Cidade Tiradentes, a 41 quilômetros do palco Júlio Prestes, o epicentro da Virada Cultural, apenas para fazer uma foto ""bem pertinho com Mano Brown"".  ""Não quero beijar nem nada, só uma foto, por favor, por favor"", implora à colega de profissão para entrar na área restrita. Sem sucesso.  A devoção por Mano Brown apenas aumenta, diz, agora que ele está numa fase ""sentimental"".  No show de domingo (22), o líder dos Racionais MC's deixa de lado as pancadas sonoras que o consagraram –como ""Negro Drama"" e ""Diário de Um Detento"", dois clássicos do rap nacional– para apresentar uma veia romântica.  Às 2h24 –com mais de uma hora de atraso, sua tradição–, Mano sobe ao palco com ""Gangsta Boogie"", um rap gingado com batida soul, a primeira de tantas que falam sobre sentimentos e sensualidade.  Com ""Mulher Elétrica"" nas caixas de som, Mano reafirma a aposta em canções com batidas mais dançantes e letras ""de arrochamento"", diz. ""Essa vai para todas as mulheres negras nesta noite fria de São Paulo.""  A pegada romântica em levada soul de Mano Brown é inspirada em Tim Maia, Marvin Gaye, Carlos Dafé e outros grandes, diz ele durante o show. E estará em disco em novembro, quando chega às lojas"" Boogie Naipe"", com 15 canções de soul e 15 de rap.  Mas, para o músico de 46 anos, estar emotivo não se traduz apenas em demonstrar afeto. Também serve para contestar o Brasil hoje.  ""Tá faltando um pouco de sensibilidade. Tanta violência não impediu que a gente tomasse um golpe"", diz, em referência ao afastamento da presidente Dilma Rousseff.  ""Acho que a juventude tem um futuro lindo. Mas por enquanto vocês vão ter que conviver com um governo de ladrões. Tomamos um golpe. O seu voto não valeu nada."" Em seguida, emenda ""Amor Distante"".",Mano Brown deixa pancada sonora de lado e expõe lado romântico na Virada
"O brasileiro Guilherme Clezar (número 224 do mundo) fez um gesto racista durante a partida contra o japonês Yuichi Sugita (42º do ranking) pelos playoffs da Copa Davis de tênis, realizada em Osaka, no Japão.  Após o juiz de linha errar a marcação de um ponto do brasileiro no tie-braek e ser corrigido pela revisão por vídeo, Clezar fez um sinal puxando os olhos. O tenista, mais tarde perderia o confronto com o japonês por 3 sets a 0, com parciais de 6/2, 7/5 e 7/6 (5).  Após repercussão negativa do caso, o gaúcho afirmou em publicação em sua conta de Instagram que não teve intensão de ser racista e pediu desculpas pelo gesto.  ""Ao acordar aqui no Japão tomei conhecimento de que o gesto que fiz no jogo de ontem [sexta] foi interpretado de forma equivocada. Quero aqui ressaltar que nunca, jamais tive a menor intenção de ser agressivo, racista, preconceituoso ou qualquer coisa do tipo com o povo asiático"", escreveu. ""Mesmo não tendo intenção preconceituosa, reconheço que o gesto feito não condiz com atitudes de respeito, zelo, solidariedade, emoção e tantas outras coisas que o esporte transmite para nós. Quem convive comigo sabe o quanto sou respeitoso e prezo pela educação, bons modos e zelo nas relações humanas. Minha vontade era poder me desculpar pessoalmente com cada um, mas infelizmente isso não é possível"", completou.  ""Prometo que aprenderei com isso e jamais tomarei qualquer atitude assim mais uma vez. Espero, do fundo do coração, que este ato errado de minha parte seja perdoado.""",Tenista brasileiro faz gesto racista durante partida da Davis no Japão
"CARVÃO  Este é o primeiro CD do Rodrigo Digão Braz Trio. Digão (baterista, percussionista, compositor e arranjador) tem musicalidade notória. Não à toa, é professor requisitado de bateria, além de lecionar percussão e reger a escola de samba do Conservatório de Tatuí, interior de São Paulo, considerado um dos templos de ensino da música de qualidade. Digão já conduziu o som de grandes instrumentistas. Entre eles, o do acordeonista Toninho Ferraguti e o do guitarrista Hélio Delmiro.  Nas 11 faixas de ""Carvão"", uma solo, Digão conta com dois supermúsicos: Salomão Soares (piano) e Fi Maróstica (baixos elétrico e acústico). Ouça-os em ""Tune Up"", de Miles Davis; ""Carvão""; ""Conterrâneo""; e ""Fiz, mas não Sei Tocar"", todas de Digão. Sensacional! A presença do sax de Vinícius Dorin, que morreu em janeiro, e de Michel Leme (guitarra), Nenê (piano e bateria), Franco Lorenzon (baixo), Diego Garbin (trompete), Vanessa Moreno e Manuella Cavalaro (vozes) conferem mais som ao trio nas outras faixas. Discaço! (CARLOS BOZZO JUNIOR)  RODRIGO DIGÃO BRAZ TRIO  AUTOR: Rodrigo Digão Braz Trio QUANTO: R$ 29,90 GRAVADORA: independente  *  JAZZ DE VANGUARDA  Gravados ao vivo, em São Paulo, os discos dos músicos norte-americanos Roscoe Mitchell e Anthony Braxton inauguram uma série dedicada a registros de concertos do Jazz na Fábrica —festival produzido pelo Sesc Pompeia, que já conta cinco edições. Veteranos saxofonistas e compositores de Chicago, os dois também têm em comum o fato de serem associados à vertente do jazz de vanguarda, embora suas obras sejam bem diversas.  Um dos criadores do Art Ensemble of Chicago, o lendário coletivo de free jazz que adotou esse nome no final dos anos 1960, Mitchell se apresentou com ele por quatro décadas. Multi-instrumentista que domina toda a família dos saxofones, ainda na década de 1970 gravou e fez concertos-solos de sax —mesmo formato de suas apresentações no 3º Jazz na Fábrica, em 2013.   As quatro longas faixas do álbum ""Sustain and Run"" podem até assustar um ouvinte não familiarizado com suas liberdades sonoras —não se trata de música para embalar reuniões festivas. Tocando um sax soprano ou um sopranino, Mitchell faz seu instrumento gemer, gritar, uivar, chiar, ranger. É preciso relaxar e se concentrar nos sons para poder fruir a expressividade desses solos.   Já a música de Anthony Braxton é mais conceitual, mais elaborada. Em vez de aderir ao free jazz, ainda na década de 1960 ele se aproximou da música contemporânea de vanguarda. Desenvolveu novas formas de composição, inclusive utilizando inusitadas notações gráficas, sem abrir mão da liberdade da improvisação.  As faixas ""Composition nº 366d"" e ""Composition nº 367b"", com mais de uma hora de duração cada, ocupam os dois CDs do álbum de Braxton, que toca sax alto, soprano e sopranino ao lado de Taylor Ho Bynum (trompete e flugelhorn), Ingrid Laubrock (sax soprano e tenor) e Mary Halvorson (guitarra). Sons acústicos e eletrônicos formam texturas repletas de surpresas e contrastes dinâmicos. Diferentemente do redundante universo da música pop, na música inventiva de Braxton tudo se move e se transforma, sem repetições. (CARLOS CALADO)  SUSTAIN AND RUN  AUTOR: Roscoe Mitchell QUANTO: R$ 20 GRAVADORA: Selo Sesc  ANTHONY BRAXTON QUARTET  AUTOR: Anthony Braxton QUANTO: R$ 30 (CD duplo) GRAVADORA: Selo Sesc",Disco conceitual de Anthony Braxton tem faixas de mais de uma hora cada
"O Magazine Luiza, terceiro maior grupo varejista do país, passará a ser comandado a partir do próximo ano por Frederico Trajano, 39, atual diretor-executivo de operações. Ele assume no lugar de Marcelo Silva, que exerce a função de presidente-executivo desde 2009, e irá para o conselho de administração.  Filho de Luiza Helena Trajano, Frederico faz parte da terceira geração da família fundadora do Magazine Luiza. Ele entrou na varejista em 2000 para iniciar o comércio eletrônico. Nos últimos anos, passou a cuidar também de marketing, logística e tecnologia.  Trajano estudou administração de empresas na Fundação Getulio Vargas de São Paulo e fez pós-graduação na universidade Stanford, na Califórnia (EUA).  Fundado em 1957, o Magazine Luiza faturou R$ 11,5 bilhões no ano passado. A varejista emprega 20 mil funcionários em 780 lojas em 16 Estados do país. A empresa abriu o capital na Bolsa em 2011 e fez 13 aquisições de lojas regionais.",Filho de Luiza Trajano assume comando do Magazine Luiza em 2016
"Homens armados vestindo uniformes militares mataram a tiros, neste domingo (2), um ex-chefe de segurança de Burundi, próximo ao presidente Pierre Nkurunziza, informou o governo. Nkurunziza pediu calma depois do ataque, condenado pelos Estados Unidos e pela União Europeia.  Mais tarde, disparos foram ouvidos ao norte de Bujumbura, capital do país.  O general Adolphe Nshimirimana, que já foi responsável pela segurança do presidente, foi morto dentro do carro com três guarda-costas no distrito de Kamenge, disseram testemunhas.  Quatro homens uniformizados atiraram várias vezes contra o carro e fugiram por volta das 8h (horário local). ""Eles vieram em um caminhão militar e voltaram para o mesmo veículo"", contou um taxista.  Nkurunziza disse que a segurança deve ser reforçada para prevenir futuras mortes e pediu aos burundianos que ""não caiam na armadilha da vingança"".  Burundi vive o caos desde abril, quando Nkurunziza anunciou que iria disputar um terceiro mandato, algo que seus oponentes consideraram violação da constituição e do acordo de paz.  É a maior crise do país desde o fim de uma longa guerra civil entre os grupos étnicos Hutu e Tutsi, em 2006, que deixou centenas de milhares de mortos.  A violência dos últimos meses deixou pelo menos cem mortos e levou mais de 170 mil pessoas a se refugiarem em países vizinhos, segundo a Organização das Nações Unidas.",Ex-chefe de segurança da presidência do Burundi é morto em ataque
"MARIANA BARBOSA COLABORAÇÃO PARA A FOLHA  A cada dia, uma única pessoa é exposta a milhares de marcas ou mensagens publicitárias. Com tanta profusão, conquistar o coração e a mente do consumidor ficou ainda mais complexo.  ""A quantidade de informação que recebemos diariamente é absurda, e isso torna a retenção de uma mensagem, publicitária ou não, muito mais difícil"", avalia Hugo Rodrigues, presidente da Publicis. Para ser lembrada espontaneamente, virar Top of Mind, a marca precisa de uma ""estratégia holística"", de forma a atingir o público em todos os pontos de contato.  ""Não basta ter dinheiro para investir em um comercial na TV. É preciso oferecer conteúdo relevante, entretenimento, um serviço ou um propósito que faça diferença para esse consumidor.""  Se, por um lado, as plataformas digitais como o celular tornaram a presença das marcas mais constantes, por outro, a competição ficou maior. Por ser mais barata e pulverizada, a mídia digital reduziu a ""barreira de entrada"" das empresas para a publicidade: não é preciso ter milhões para gastar num comercial no horário nobre na TV.  ""Hoje é mais democrático, porém é mais difícil se destacar e virar Top of Mind no meio de tantas marcas"", avalia Eco Moliterno, vice-presidente de criação da agência Africa.  ""Antes, a gente tinha que fazer as pessoas pararem. Hoje, temos que fazê-las verem o anúncio sem parar. A constância de contato com a marca aumentou muito. Se você usa isso a seu favor, faz parte da rotina do consumidor com mais frequência.""  João Livi, presidente da Talent Marcel, ressalta que o determinante é como a marca decide preencher esses espaços de contato. ""O que vai dizer, com que personalidade e com que memorabilidade, faz diferença. Não é só promover exposição e repetir o nome sem parar. Tem que atribuir valor, fazer com que as pessoas atribuam valor à marca.""  Pesquisa Datafolha  No próximo dia 25, as marcas mais lembradas do país serão divulgadas na 26ª edição do prêmio Folha Top of Mind. Resultado de pesquisa Datafolha com 7,2 mil pessoas em 217 municípios, o prêmio mede a lembrança de marca de forma espontânea.  ""Ser eleito Top of Mind é a primeira porta da fidelidade. O primeiro círculo do poder de uma marca. Afinal, uma marca pouco lembrada tem menos chance de ser amada, de ser objeto de culto e de fidelidade"", afirma Livi. Para ele, ser premiado com o Top of Mind é também um bom indicador de aproveitamento da verba publicitária. ""Claro que há outros indicadores, mas o Top of Mind é uma maneira de aferir se você está fazendo comunicação relevante.""    Segundo Moliterno, da Africa, ser reconhecido como uma das mais lembradas ""é o maior prêmio que uma marca pode obter"". ""Essa é uma indústria que tem muitos prêmios, mas a maior parte é feita para laurear casos de sucesso. O Top of Mind premia o conjunto da obra: consistência, regularidade, resiliência. Um conjunto de boas ideias e efetividade criativa. Está ligado diretamente ao negócio das marcas.""  Segundo Rodrigues, da Publicis, ser lembrado é um fator que influencia na decisão de compra. ""Você se lembra apenas das coisas que são relevantes na sua vida. O que não é importante ou do que você não gosta, você apaga, esquece ou tenta esquecer.""  Hugo Rodrigues, presidente da Publicis",Publicitários discutem a importância da lembrança de marca
"O popular escritor japonês Haruki Murakami anunciou nesta quarta-feira (20) a criação de um fundo de ajuda às vítimas dos fortes terremotos que atingiram, na semana passada, o sudoeste do Japão.  ""Quero fazer uma pequena coisa útil. Estou muito preocupado"", justificou o autor de ""1Q84"", em entrevista à revista ""Crea"".  Mais de 40 pessoas morreram e cerca de 1.500 ficaram feridas em decorrência da série de tremores que afetou o país. O epicentro do terremoto foi próximo à cidade de Kumamoto, que fica a cerca de 900 km ao sul de Tóquio.  Na mensagem à publicação, ele divulgou dados bancários para quem quiser colaborar com a iniciativa.  Murakami —que raramente dá declarações públicas ou responde solicitações da imprensa— costuma reagir a movimentos sociais ou tragédias de grandes proporções.  Em 2013, ele escreveu para a revista ""The New Yorker"" um artigo pungente sobre o atentado que matou três pessoas e feriu 264 na Maratona de Boston.  Em uma cerimônia de premiação na Espanha, expressou sua posição antinuclear após o acidente de Fukushima, em 2011. Em 2014, apoiou a revolta estudantil em Hong Kong.  As consequências de um grande terremoto são tema de seu livro ""Depois do Terremoto"", escrito após os tremores que mataram 6.400 pessoas na cidade de Kobe, também no Japão, em 1995.",Haruki Murakami cria fundo para ajudar vítimas de terremoto no Japão
